Review,Rating
You can't force customer to order the minimum amount ofborder. If it is so customer will move out to other delivery apps,1
"This is my third order, but never received as i ordered and always delay in delivery.",1
Delivery is very fast and fresh food I am happy this service good app,3
Always cross check price with Restaurant. Zomato always overcharged,1
"Such a failure support chat from Zomato, not giving response",1
"Dear Zomato, when you are changing for delivery, than why the delivery personal directly come to our place, why they delivered multiple order same time",1
Amazing app for Food delivery.,4
Good app experience and easy to find the restaurant,4
They have delivered otherthan what i have ordered and when i rasied a querie they are not responding. Very worst service i have recived.,1
Excellent service on time .,5
So disappointing . They weren't even ready to talk to their customers. Facing a lot of problems from past few weeks and i bought their pro which i feel now is total waste because Zomato does not care about their customers...,1
The worst application ever. They stole my money and its been since december 31st promising to refund it back and there is nothing.. Dont ever order with them.,1
"waiting for food for 2 hours after order. Today had another experience,Ordered full Chicken Tandoori(8pices), Insted of that they delivered small 8 pices fried chicken and they are not ready to take back the iteam and refund.",1
It is very good app but it has very much tax,5
"Very quick service, I appreciate zomata.... Time keeping service",5
"Worst app ever irritating interface, thought of giving 0 star but that was not possible",1
"If u r taking subscription ,it's the worst one, never ever waste money on pro sub.",1
Food was testy but delivery service was very rough.,5
One and only Zomato !! Always happy with services and discount coupons..,5
Zomato is good but need improvement in service quality quantity and delivery,5
Don't download this just download SWIGGY instead because there has barely been any offers... It really sucks to see only bank offers... Because not everyone will have that bank account... 👎👎👎,1
"Great experience with Zomato, plople know about Timmy's food address!",5
"If there was any option to posting images in the play Store regarding Zomato,. I have such chats of Zomato agents giving no values to me. Shame.",1
Thanks Zomato to improve your delivery service. I'm happy with your delivery partner,5
The customer service is extremely efficient!!,5
"Excellent service , polite behaviour",5
I love this app Very good app for food delivery.😋😁,5
Wonderful app..with best offers and quick delivery,5
"There was miscommunication between hotel and delivery boy, we got only one order instead of two still paid too.. Very disappointing😞",1
Order booking automatically cancelled and money not refund and show apps history order delivery not any reward msg,1
Very good service and attractive offer,5
Delivery boys are working hard and you guys need to fix ur app as the order gets placed anywhere around the corner which is not right..petrols price is touching skies. Please have some pity on the delivery boys n fix ur app so that my order is placed around my location n not to the other side of the world where the delivery have to come so far.. I spoke to a delivery guy n I saw tears in his eyes. I told him sorry and thanks to Zomato for this mess .. fix it guys,1
Very Good Service...the delivery person was very polite,5
Good but GPS system should be rearrange.,5
Its of no use they accept payment. Don't deliver the order and keep payment stuck till 4-5 days,1
Got a stone in the dish from Fresh Menu and the zomato customer executive is so careless in responding to queries.,4
I specialy like the promocode given by Zomato.We enjoy High quality food at cheap price.,5
Excellent service however delivery charges not to be charged pl,5
Service is Very fast and on time delivery.,4
Experience was good but I'm so disappointed with Zomato for firing kamaraj without a proper enquiry! Hire the guy back !!,4
"Service is not reliable. Whenever you required most, the order is not delivered. The riders team is not professional. They are not training either their riders properly or hiring unprofessional people. They do provide refunds as an apology on cancellation but what would you do with refunds when you needed the food.",1
Great experience and value for money options,5
Fraud and worst customer service agents Applied coupon code 'Visa' and around 1 week already passed but still no resolve from customer service agents 🤬🤬😡😠,1
"Delicious, on time delivery... Tq to zomato.. Keep it up..",5
No on time delivery. Waste if ordering from this.,1
Love the app easy to use. If you can add amazon pay that would be great,4
"Use SWIGGY!! The only way to have you a better service and make sure your food is not just safe, but also with the right order instructions.",1
Same food from the same restaurant is 43 rupees costlier than swiggy on a total purchase of Rs 160. Really surprised 😅😅. Doesn't deserve to have received more than 1 rating as everyone now is thinking on cost cutting and Zomato is engaged in looting the customers.,1
Packaging and spillage is your issue. why the hell customer has to pay for it. I'm wasn't even demanding for the money i was just demanding my food. Worst ever experience with the Zomato. Never had such experience with Zomato.,1
nice app with decent discount . recommend it to all,3
Why packaging charges are added extra.. packaging are always inclusive,1
"Worstest service ever in my life no proper resolution no proper apology ever time I order one or the other issue , incorrect order , order cancellation , order missing , if we chat with executive they send same repeated forward messages and stress us even more serioualy lots needs to be changed by u guys pls pls don't stress Cust like this even a good nice person will turn to be a mad after having a conversation with u guys seriously never use this app again in life",1
Instant delivery n easy for orders,5
It has good offers and variety to make choice.,5
Worst service ever. These people don't care about there customers just making us fool. I wish I can post the screen shot hare so everyone can know.,1
Good but ordering for first time is bit confusing sply adding breads etc,5
Zomato is a great app for order good quality of food Zomato delivery persons is good experience persons to order fastly to the location it is my I 96 time to zomato app,5
Every time delivery boy takes lots of time so tht food is not enough warm to eat. Bad experience with delivery boys.,3
Automatic add tip or donation to the order.,1
Food order is fast and delivery time is fantastic,5
Great app for fastest delivery Always delivery on time,5
Good quality and timely delivery,5
worst one unable to get the duplicate bill even support no helps to get the same,1
Nice service and good app for food delivery.,5
Zomato cheats with their customers. They record wrong location while you place your order. Then they did not deliver the order to their customers. After cancellation of order also they do not repay your money. I made payment via UPI while placing the order and I neither got my order nor refund. Please don't use Zomato. They also don't have customer care number for contacting.,1
Very good delivery with tasty food...&delivery man also good,5
The french fries are really assome. Crispy and also tasty. Its a separate tatse among the other french fries i tryed in Hyderabad..,5
Awesome food and prompt delivery,5
"Update 2 in 2021: I did reach out to Zomato after their comment here, all I got as reply is an automated email. Also, I'm a Pro subscriber. Taking 1 star off. I wish I could give zero stars. Update in 2021: 1 extra star for improvement! Horrible service and appalling policy. Use anything else but this! Yeah. In",1
It take a life time for one delivery Waiting is hectic...32 min rule is sometimes not applicable,2
"Rubbish service. Not worth the time and money. Food is just ok, nothing great.",1
"I cannot view restaurents , however i can order and view before",1
Very fast service good safe and secure 👍,4
Best app for the world But the rate of the delivery charge is very high,5
Excellent application with amazing offers..👍,5
Superly fantastic app..and great n safe delivery..thank you zomato and team.. Delivery boys you guys are Awesome.,5
Excellent app on time delivery,5
Very bad service so dont install this app. Amount deducted but order not deliver.,1
Only take much time to Dilerver but if we order after long time but if we order regular it Dilervers fast and sometimes restaurants are not available,4
restaurant owner very bad not picking call I already called him 20 times he is waiting on another call.. first time I order on Zomato but no way to contact to anyone .. very bad experience... Giving one star,1
Very bad experience Very bad behaviour of the chat person in zomato as well as gender inequality is being showed No actions were taken while i registered a complaint,1
"Swiggy gives better offer, but you guys got most of the restaurants covered.",4
"Good service, swift and prompt",5
Excellent service and fastest delivery service 👏 👍,5
The chat is not properly conveying messages When question on deduction on my money back for PRO offer purchase there was a staggering silence,1
Exceptional service always and great offers.,5
It's a very nice app. We get all the things needed in right time .,5
"Poor service, item not received on time.",1
Waste of money. Zomato is not responsive to customer query. I recieved wrong order but neither the restaurant nor zomato is taking the responsibility.,1
"Poor experience, poor delivery timing and food packing as well as food quality..",1
This app has several issues on offers even if complaint no action taken this happens multiple time,1
service is good. food delivered in time.,5
Superb but taking a lot of money as delivery charges,5
It takes forever to load and crashes all the time,1
Delivery charges are too high,2
"Grt app, easy to use and order.",5
Service is good also Zomato delivery boy is very polite and humble,4
"My grossary was over. I ordered food during night lockedown. My order got delivered with only cury, chappati was missing. Such a pathetic service",1
Worst experience had in this app.. Zomato person cancel the order and money also not given back....,1
all good nice food is perfact friendly service staff...Pankaj kumar exilent server...i order fisr pasta & pizza so good thanks for cisf krishna...and so nice view's...this place of one type seems...i feel very good thispool sattting here...nice lights out cafe...all is perfact...again drink order 5 shakes so very beautiful ammbiness ... welcome service all so department thanks full...............😊😊😊😊i will again come to this place.... Thanksgiving day ago... .❤️🤩 . . . ........ lights out,5
Service is hassle free and worry less. 👍👌,5
How fast delivery and delicious food and dishes,5
"Great, and very polite service by the delivery executove.",5
Very very poor service ... no one should opt zomato .... bloody hell ... ppl have to go to delivery boy to collect food at odd hours,1
4/5 given due their unresponsive chat box option. Rest all is good,4
"Taking order on time , but not delivered , hungry in night",1
Superb app for ordering food ..I every time order from this app .,5
Guys . Don't order to Zomato App. Delivery boy picked order and number also not reachable . More than half hour waiting No response Zomato side. Plz Zomato shutdown your customer service,1
Very good app for ordering food and good discounts,5
Worse experience. Delivery boy took my order and didn't respond And all they could do is to say sorry. They couldn't even find out where is my order. bty this has happened with me thrice,1
Thanks Zomato specially in this Covid19-4wave time delivering @11:50pm thanks a lot,5
Easy to order food from fav restaurants at home..,5
Fabulous experience also social media and television advertising also best zomato beats all the rivals online foods chain in Indian market keep it up User interface is too good,5
"Awesome, enjoying super fast n efficient service.",5
Worst delivery app ever. They will not refund if the order is cancelled by the restaurant.,1
It's one of the finest apps which basically ai use I like their services nd my experiences are quite ok,5
They will tell u that if order is not delivered on time that order will be free but that's not happening..they are cheating customers by false promises..,1
So great service in difficult time.,5
This Service is very good Service and good timing. Thanks 😊👍,4
"Order is never on time ...never i say never ever it is on time ..everytime theres a delay,, the delivery man never give back one ,two or three rupee back ,,says that noone takes two three rupee back mam,,its just too much disgusting,if you cant return my small amount of penny then why do u make such prices .,,,",3
Best app for odring the food . And this giving me a will closed and Good quality food every time,5
Very good and on time delivery,5
Sometimes it hangs while placing order but otherwise good app,4
It is very useful and helpful app I love this app and there service also,5
I never expected such behaviour from Zomato. Zomato is asking customer to compromise on the food that was not properly delivered.,1
These days it seems that rating given to the restaurants are not true.,1
"Order food online, check reviews and avail great offers on delivery and dining! Whether you’re looking for biryani to feed your desi cravings, soul comforting pizzas and burgers, or even a salad with a cup of chai or coffee, Zomato is the only app you need for the quickest doorstep delivery of your favourites. With over 1.5 million restaurants and 285 million ratings and reviews, discover the best around you in no time – only on the Zomato app. Order food online With online food delivery acros",3
"Paid 318 for mutton biriyani, all I got was 2 tiny pieces of mutton, requested them to take the order back and refund the money. They gave me 100 refund. Extremely disappointed with their service. Customer support is not at all understanding. This is not done. If there's a issue with the quality, you need to take the feedback seriously and refund. Why would someone pay 318 for only rice?",1
I had a terrible experience...people assigned for issues do not respond on time...,1
"First thing comes to my mind when I crave for food is ""ZOMATO"". With great offers on every bill gives every middle class customer a great satisfaction.",5
Absolutely lacking customer support. Would rather use swiggy any day over zomato. Very bad service. Very bad delivery people.,1
"Please respect the Zomato delivery guys.. I had missed my phone while taking my order at midnight, it was good on the guy who came and returned my phone. So try to tip the guys on breaking our fast.",5
Discounts are not good the end discount amounts only to the exclusion of taxes in most places. That isn't really a discount is it?,3
The app should check the quality of food before giving them place.,1
"Bad service, you can't cancel order once placed, bad food provided by them",1
I have a nice experiene with zomato and I am so glad to see the delivery service.,5
Poor.service Delivery standards not being maintained. It took one hour to get my order accepted,1
"Why Zomato has kept those restaurants, which can't fulfill order on time ( Domino's Pizza Durgapur ), Bad service, no one picked up call also",1
I am using this aap for 4 month really good food and All the very best of zomato ....,5
Great application but need to add many restaurant.,5
"Service is fast, reliable and diverse.",3
"Just hate the customer service, the person on chat is no more than a robot with automated replies",1
Pathetic customer service. Customer support executive just logs off and ran. No proper solution given nor refund issued for wrong order received,1
"Very bad experience, the support is a joke and the help the restaurant to sheet.",1
"Chat support is useless, it never sorts out the issue",1
"Terrible service and the coupon was not added to my account and they are not even trying to resolve my problem and I think they don't want , they think we are stupid",1
"The best for food delivery app In Kochi, Why? Swiggy and Uber eats won't come to our locality in Kochi And we can have a lot of things in it 𝐇𝐢𝐠𝐡𝐥𝐲 𝐑𝐞𝐜𝐨𝐦𝐞𝐧𝐝𝐞𝐝",5
"Besides mistake from Zomato driver, the driver (delivery supervisor) told me to cancel the food order and asked how should I get my refund. Chat room kept asking about the photo of the spoiled food (the driver was the witness and he agreed the food spoilage). It wasn't going anywhere. The restaurant came to my rescue, without wasting time sent me my food through careem driver and it was spot on. Hats off to papa murphy. Magic of moment I witnessed that night from papa murphy.",1
Delaying almost all orders in the name of Multi order. Not notified about multi order before ordering.fraud,1
Worste customer care services first of all not have any customer care number and he provide only Chat service its take so much time and also in chat service for reaching customer executive so much BoT questions ask so its take so much time,1
It's very fantastic as it offers a free dilevery on the first order....😍,4
"What is the point of buying 'Pro', if you are going to force the surge charge on me anyway! Come up with better monetization plans Zomato.",1
Poor customer service. Cannot resolve issue according to the problem at hand.,1
Time waste waiting for an oeder from 9:40 its 11 o clock now deleviry boy is not receiving call and chat with support system is not working.,1
i miss the original Zomato Gold plans where it used to be Buy 1 Get 1 .....new Zomato pro plans are not that useful,3
"App is not working, saying something went wrong, unable to place order",1
Really Good service & support by customer service.,5
Delivery boy had not given complete food items and money was not refunded by zomato.,1
You increase the price of the food itself and then again charge delivery fees seperately.,1
Now Zomato is in phase of only earning not customer service. Showing all items after adding 20-40% profit + delivery charges. Wow that's great Zomato,1
money waist and time waist......I got my order delay and in very bad condition...... there was leakage issue...and packaging issue,1
On time delivery. Fresh n Hot. Delivery boy delivered it without any calls or messages. Thank you Zomato,5
Very fast delivery and good service 👍,5
"Shittiest app ever, charges so much extra , nothing beneficial after getting pro, discounts are joke",1
I loved it so much 💗💗 When I am hungry the order will come 10 to 30..mins,5
Delivery partner was very polite and a very good behavior person He delivered very fast,5
"While assigning the 2 orders to one delivery executive, please check the distance and check the route ,if the order is on the way than executive can deliver near by order first",1
On time delivery with best best delivery person.,5
Very bad experience regarding failed transaction n they don't have any customer care no so nobody can make complaint,1
There is no option for cancellation of the order or want to change order.,2
worst delivery and they take almost 2 hrs to deliver food swiggy is far better than this.,1
Excellent tieup with the outlets. Timely delivery by the team,5
Takes really long to load restaurant and transaction details,2
Great experience with heavy discounts on every order,5
Service is worst and no answer for delay ...,1
Very nice and convinient app to order your meal for your doorstep !,5
"Total waste, not loading a single thing...always saying fetching data",1
"Worst service by Zomato..... Humble request to all customer please don't use thz app it's worst app ever... I had faced bad experience as I ordered food for homeparty occasion payed amount via upi .. but didn't received food.after 20 min guy called me asked me to pay extra money liquid cash... I denied to pay cash as I already paid , so they cancelled order .... Worst app ... Zomato should plz shut Ur door if u can't value Ur customer ....",1
Worst experience.I ordered Special Nachos fries and Cheese popper fries from UFO Wakad outlet.But the delivery boy(Akash Suresh Dangde) delivered only nachos fries and told me remaining order will come later and took the full payment.Then I called to UFO customer care they also told me that your full order has been packed in one packet and was dispatch from our side.Zomatos delivery boy cheated with us and gave half order but thanks to UFO refund my money Zomato please verify your delivery boys,1
On time and delivery boy are always well being .,4
Live tracking is not available. To Soo Much difficulty use the app,5
Food price is costly give regular resturant price we are giving delivery charges why are keeping money for food this is too much don't use it,1
"funtastic. seamless and effective, everything ok and on time",5
Delivery charges very high nt available free delivery on all orders,4
This app have almost all the best restaurants near me I think so this is best app for foodies,5
Very fast delivery!! Maximum time taken by them is 30 mins !! That's lightning fast indeed!,5
fantastic easy and safe delivery services.,5
This app is very good and I'm happy to zomoto orders ... Customer support ..is excellent and good Thanks ...for zomto,5
Good business to loot public.. After ordering so many orders I came to know that the Thali which I order from tomato at the cost of 390 + delivery +gst rupees and actual site it is available for 240 rupees. Really Rs 150 extra plus delivery charges and gst. Shame on you zomato,1
Excellent. Very fast delivery. Nice experience,5
So now they say that because they are facing high demands you should order more food to place the order... So basically u should order more food and waste it even if u don't want to because Zomato is facing high demand! 😡😡😡😡,1
"I love this app alot😘💜 Fast delivery, polite delivery man and delicious food 😘😘😍😍 Thank you so much Zomato 😊💗",5
"Today Zomato has broke my years of trust as the Valet who was coming for delivery had 98.4 temperature which can be considered as border of fever. When I asked the valet about his temperature, he said no one has checked it and it was updated randomly. We were under impression that for every order valet is being checked before handing over the food. But this is very bad experience and break of years of trust. Had a chat with customer care executive and she also confirmed it was a glitch. It's bad",1
Good and fast. 1 star left as i didn't found the restaurant review,4
My orders are usually tagged with some other order as well and due to this my order delivery time is usually high,1
Speed delivery and very good,5
Good app but delivery is sohigh costy😱😔,3
GPS live tracking system not good. Delivery service superb 👌,4
A very good costomised application and user freindly,5
Rlly nice app my food is always there when said and overall just great,4
Personal experience is very bad.. Rude behaviour of delivery boy ...not recommended bcz delivery boy is very rude and misbehaving...,1
Good app... I have a great experience while ordering food from Zomato....,5
Speed delivery and love this app,5
Can you please remove that zoom sound. It's scary when not expected,4
Very fast and quickly service,5
By simply ordering the food by N-number of restaurants with their ratings one can experience the Zomato and it's fast delivery.,5
"if i could give minus star i would ,but there is no option for that , you are taking extra money for delivering food at home yet u fail to do that on time .",1
"Zomato had very worst customer service they will never reply to customers after staying for 2-3 hours also, they are intentionlly Keeping customers on hold for long time. I really hate Zomato",1
Very poor. Not having cancel option in order summary,1
Unable to give location and its goes somewhere,3
Good experience with a Quality and service of Tofu the kitchen,4
Easy to taste from any hotel without rush. Just order it and taste,5
It is the best application for food delivery which ruling the entire country with its taste....big thumbs up,5
"Not satisfied ,even afte adding few additional instructions doesnt respond to instructions given by us,",1
Worst app...due to lockdown people's are unable to eat outside due to this the greedy Zomato increased the charges of every order ...#Ashamed...,1
"Need to release more offers closely related to user's payment modes, not with payment modes users don't have",1
Pathetic Support. They made me feel like iam a liar for telling them about missing items.,1
The most pathetic customer service. They never take responsibility of the order and just apologize without taking any action.,1
I had order my dinner with zomato at Biriyani Kazana by paying 253. My order has been canceled by Zomato or their delivery partner or the hotel by saying I didn't responded to their calls. But the fact is I didn't received any calls. And I was waiting for the delivery with my friend at the street. I felt very bad the way Zomato treated me in this order.,1
"The delivery is fast,but the app is terrible #Needs improvement",3
Hi I would like to highlight you people how zomato is not following Covid norms.. I had placed an order and aftr the dleivery agent was assigned the page(zomato app screen) clearly stated that the temperature of zomato delivery agent was checked 12 hours ago..... Have a screenshot as well for the same Stafe safe guys from ordering....,1
Food delivery was delay most of the time.,2
"Service for the customer is fine. But, service for the delivery agent is just horrible",3
Good Food and Good Delivery Service.,5
hell service I am trying to connect with the executive but not getting proper support and no one is ready to resolve my query very unhappy with Zomato third class service I am not going to suggest anyone to order something from Zomato,1
When i had a order...I had call to delivery boy...delivery boy said he was away to restaurant 6 km and my location toward to restaurant 4km better i can take away without wasting my time.... my suggestion if u r hugry please don't use zomato...one more thing please respect zomato delivery boy not for a company,1
"They never refund the full amount ,if something wrong in food.",1
"Still have to update,no option for buying a item from 2 different hotels in single time",3
"What happened to it..i have been trying to give order for 2 months, it is written that currenty not accepting orders, please resolve the issue as soon as possible",1
"Worst experience on 06.04.2021, parcel containing food worth Rs 199.50 never reached me. Total wastage of the money.",1
I have noticed Fast delivery Safety precautions taken by Zomato valet Well organized It's really a wonderful app,5
Always delay in delivery...there is big gap between time showing and time deliver,1
Very bad delivery service and customer care chat is also not working,1
Prompt delivery with tracking & options of varieties to choose from...,5
"They messed up my order, admitted that their system was faulty, but refused to refund my order and instead asked me to forgive them. Trademark bad service brought to you by their parent company talabat. On top of all that, when I mentioned I will no longer use their service if I were not reimbursed, they arrogantly didn't care. Bring back an open market, support their competitors, teach them humility. I contacted the email below, same nonsense I spoke about above. I should pay for their mistake",1
Awesome I would give it 5 star but you need to improve some things on zomato,4
"Right on time, no complaints, smooth process.",5
Awesome service and food delivery on time ...you guys rock,5
Nice app there are many discounts and the food is delicious too😋😋,5
Fast delivery.....and delivery boys are behave good,5
Always delayed delivery. Waste of time.,1
super list of restaurants...good offers use it 3-4 times a week now,5
"Customer care service, late delivery, zomato have no control over it's delivery service, food quality and quantity",1
There is a lot issue of location Every time I have to inform ur zometo pplz where to come because even after adding address locations shows some different place And ur ppl not reading the address even,1
Most third class restaurant ever... The quality of biriyani is very poor. The taste was so bad and the mutton piece was also so bad and wastage of money. Don't go there atleast save that money and give it to some poor people.,1
Very good app and delivery is very fast thank you zomato,5
Good App ! Easy navigation !,5
Such a waste application I contacted customer care support they are not even responding properly regarding my orders such a ridiculous behavior,1
"My order was not delivered properly by ""Anjapar"" hotel. Zomato gave refund of 200 for 580 worth of order and that too will be added to only the zomoto account. Give money to a person in Hungry that to after 2 - 7 working days... No proper response from Zomato chat assistant and there is no phone number to call and talk to anyone in Zomato help centre",1
Loved the app😁 But tracking is not accurate!!,5
This app is so nice but for the first time it canceled my order and I don't like this thing and that's all,5
Good service and fast delivery..,5
Fantastic for my personal experience with Zomato and thanks for it,5
Sometime deliver low quantity than order or some time missing add on things.,1
Customer service is very bad i had ordered biryani at 10:30 pm and tried to call their customers care no. But I haven't got any response. Waiting for their response 🙄🙄 and now I sure 😒😒😒. Wrost service,1
Good and fast service,5
zomato is a platform where you can order yummy food from your nearby restaurants!,5
I had got my percel 30 mins after I ordered it. It is really nice delivery 👌. Thanks to zomato.,5
"Order decline after 2 hours, miss behaviour from restaurant after payment...they thought that they feed us free....",1
Pathetic service. Rider or restaurant doesn't. Respond once order is delivered .. Even customer care is very helpless.. instead they refund 30 rupess for order of 580.. This is cheap.. bbye you lost a customer for lifetime.. it was my second order here..,1
I am not satisfied with zomato app it is not showing any pro tab and have the pro code and it has time limit so what to do now i hop zomato will solve this within 24 hours,2
Delivery is too late and higher charge,1
"If you are a pro member u cant order most of restourant as they shows cant deliver if u normal client they will deliver,even their customer care hasn't any ans for this,pathatic service",1
They steal money by way of delivery charges & surge fee! You rather call the restaurant and order to save ₹80-90.,1
Always provide better service.... happy with collection of restaurants....,5
Very nice food delivery app..,3
Awesome code and service. I am a software engineer and I really respect their hard work,5
Its really economic. Compare with Swiggy..Zomoto charge very less for delivery.,5
Meal for one is not available in this current application I only use that thing in Zomato please add that feature again,1
Great app. Easy to use and smooth!,5
Good and very helpful to fulfil oir need,5
Excellent 👍 This app is very helpful for hungry people 🙄,5
"I ordered from this restaurant because it was showing delivery in 25 min after , delivery person called and asked me to cancel order, i asked why he cut the call then did not lift again, i raised support at zomato , it was automated there was no help they are just refering to call restaurant ,that too no one was lifting. It's worst app .You should close this app if you are providing this much of pathetic service. NO customer support available. #zomato sucks",1
Amazing app very good service with full covid precautions.,5
All ok but supportive executives means helping part needs more.... improvements. Need more restaurants availability for online. I am ZOMATO PRO Member.Especially need to improve dine in billing facility. 7 out 10 restaurants even some five star restaurants dont want to take payment through ZOMATO pro. Wake up zomato team especially for Zomato pro member's dineout payments.,3
Lags.... food keeps showing coming when it's actually out for delivery,2
"Too much charge even to deliver food within 0.5 kms, Atleast they should charge according to the distance.",1
Good and fast service,5
Very good quality food is giving.And hygiene instructions are following 😊👍🏻,5
Good and fast service,5
Nice app.. But have small coverage. Please expand in other cities also.,4
My trust on Zomato is over! The refund process is very bad even after I write them so much they didn't did anything but at last they want good response from us!,1
Awesome customer service if you are in trouble with your food.,5
I am so happy with this app..and help full me ..every time..thnq zomato..❤😊,5
"Offers in Pro are just awesome Both, Dine in & Delivery",5
Hello...At first I want to thanks a lot to Zomato Customer care service. Because today I ordered 2 plates potato Biriyani & 2 plates Mutton chaap from Nu sagar restaurant at zomato...That food was rotten & very much bad taste. So I complained zomato customer care chat service...Customer care executive was very good & she did understand my problem very easily...& returned my full refund...I'm very happy for zomato service...& surely I will continue my online food order by Zomato. ❤🙏,5
"I placed the order the quality of food is very very poor. Either you don't know, how to run a business for long time nor have a expert team, who can select the best supplier / vendors from the market. The street vendors can serve better food qulaity from you. I am sure, I'll not place the order in future from Zomato due irresponsible, poor performance of 'Zomato Team"".",1
Worst online food ordering application There is no coordination between the application and the restaurant They just want the money and does not want to deliver the food ..,1
Very Good offer and now affordable plan available.,5
Good experience with Zomato. Service person also good and on time.,4
Chicken lollipop which was ordered few hrs back was of poor quality and it was fully burned was not able to eat so we have throw out the whole pieces out . Sorry to say but your chicken lollipop was not good !waste of money,5
"Delivery was in 20mins, great!",5
Not delivered proper order Poor quality food Not response on complet Packing not properly Zomato not taking action on hotel. Not properly response on costumer complaint,1
Superb app safety and best food delivery,5
They say it's 50 percent off for the first order for a customer but it just for show off it says coupon couldn't be applied all gamble in terms of business,1
If it added special features like good and nice smelled like fresh cooked food.Hope this app would lasts for till my breath cause Zomato only makes my hunger better😅😉,5
"The customer support was very worst, I explained the problem clearly with images and even the restaurant want to cancel the order but zomato support was not at all responding to my request",1
Nice and the prices are not same in each phone,4
Not good service. They did not refund any amount And completely wrong order delivered,1
In new update I am not able to see real time location of delivery person.,2
"I never seen such a bad app , they deducted my money but till now I didnt get any refund , even any proper messages from them , then what is the use of ur customer support system , so please don't buy food from zomato",1
"Superb application, the Best for ordering food online.",5
Just the best food app with nice offers.,5
Not satisfied very cheating business this is if we once ordered & paid cash by online means if we canceled some of emergency means this Zomato company won't refund even they are not capable to handle the customers even to retifive the problems,1
Good experience till the date. But they can improve as they r growing higher.,4
"Excellent service, and very fast service",5
"Very good offers,service and packaging also.",5
Ankit grag was awesome to deliver my food as he reached on time and quick too. Zomoto Rocks,5
Worked in difficult times. It turned out well with my expectation. Thank you 🙏,5
Very slow service As well as food is ready on restaurant It will not deliver on time,3
"Delivery time of food from zomato is good but the food i got from kfc is very salty unable to eat waste of money, very disappointed",1
"Great app and great offers, love it👍 So love it",5
"the delivery guys are so cheap. i ordered an pizza. there were no pizza mix and herbs. on talking to restro, they told that they have sent it in the package and to ask the delivery guy. i am never gonna order anything again.",5
All your promos/offers r fake marketing & no discount benefit to the customer in real terms . u give discount on oneside & take it back on the other hand by increasing the service/tax/other charges. Also few vendors increase the cost of the items in order to give the discount. Customers not getting real benefit from these promos/discounts. Zomato is cheating the public unlike their earlier days. Too many addl cost without any real benefit for customer,1
Delivery was quick and delivery boy was well mannered.,4
Good on-time delivery by Zomato,5
Awesome Food quality with in time delivery. 💯💯🔯🔯🔯🔯🔯,5
Great service...very much improved,5
Gud. near by a2b at thiruvottiyur shall be more quick items will be fresh,5
Always increase the expected delivery time after ordering the food,1
Best app but delivery time need more,5
Very useful and super service,5
Good and fast service 🙂,5
Good service for zomato and very fast delivery good service for only Zomato,5
Horrible service ...items are missing in the order,1
Loved the service...jst show some humanity and give the job back to the viral delivery man...,4
How come zomato charged on same order multiple times??? And how come they don't have any customer care to raise payment related disputes????,1
Good and prompt service all the time.,5
Quite great experience with Zomato! Delivery on time .,5
Cheating us with the prices as the real price is pretty less in the actual menu and then they are giving us discounts,1
"Excellent food, this restaurant is home based and food is prepared in home with heigen , and excellent taste",5
I have received opened order and I don't know what's wrong with zomato and it's delivery guys this is the worst app I've ever used and when I called zomato delivery guy he said I don't know and cut my phone.,1
Worst service and there's no proper response from the customer service team. Least bothered about the customers.,1
Fast service...Easy and multi options.,4
"In these covid times, zomato turns out to be the only good thing happening.",5
Collecting more amount as delivery charges for near by restaurant as well ....very bad,1
They don't send your order on time for one hour they show you the same time your order is preparing.,2
"I always prefer Swiggy over Zomato due to its customer care service , smoothness and value for customers. Neither they give an option to cancel an order . Let me share with you a very interesting story ... Once I ordered a burger worth Rs.50 from Burger king along with two other burgers . The burger worth Rs.50 was missing on delivery due to which I contacted the customer service with all the pics and formalities required but a refund was not given and the process was too slow and sluggish ...",1
"Awesome app , good food variety ,",5
Very useful to order the food,5
I'm not satisfied with this app. Yesterday night I ordered 1 chicken biryani and 1 egg biryani but I received 2 chicken biryani's but still Zomato guys are not responded for my query worrest service compare to other services....,1
Love the service of zomato. Some tyms problm occurs but all fingers r not same. So doesnt matters,5
Service is good but delivery charges are more,4
Very good app for who don't know cooking,5
Charging Exorbitant fees for delivery but delivered ALWAYS LATE ...wish could rate ZERO STARS,1
You can't ask people to buy extra just because the restaurant is in high demand. Very high prices compared to restaurant,1
Very perfect and cheapest,5
It's an awesome app works perfect for foodies like me.,5
"Every time payment fails, delay in delivery and worse customer care.",1
Food not fresh.not good.old.tasteless.no value for money.selecting this place is mistake.,1
If take commission from restaurants. If spillage issue you need to even refund. What's the use for taking pro membership. Time to move on,1
Service is very good very safe side... Thank you Zomato for your great service and give some offers to us your customers...,5
"Waste customer service, they don’t listen their customers voice, they will sort our issues according to there convenience. Pathetic customer service.",1
Nice deleivry timing and good offer discount,5
App is Awesome but Delivery timings mismatched several time.,4
Food is so tasty fresh and delivered on time,5
I ordered food and coke. Only food was delivered. Order was a COD. The restaurant didn't provide coke but charged for it. Customer service also pathetic. Customer service doesn't do anything. Didn't even refund. Instead gave a promo code. Now that's fraud.,1
